what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1586529263514
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1586529263514
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1586529263518
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1586529263522
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1586529263526
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1586529263526
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1586529263526
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1586529263530
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1586529263530
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1586529263533
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1586529263533
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1586529263537
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1586529263541
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1586529263545
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1586529263545
started,bundle,com.altera.sbtgui.integration,13.1.0.182,"com.altera.sbtgui.integration",1586529263549
started,bundle,com.altera.sbtgui.launch,13.1.0.182,"com.altera.sbtgui.launch",1586529263554
started,bundle,com.altera.sbtgui.project,13.1.0.182,"com.altera.sbtgui.project",1586529263558
started,bundle,com.altera.systemconsole,13.1.0.182,"com.altera.systemconsole",1586529263558
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.182,"com.altera.systemconsole.designs.plugin",1586529263562
started,bundle,com.altera.utilities,13.1.0.182,"com.altera.utilities",1586529263562
os,sysinfo,,,"win32",1586529263566
arch,sysinfo,,,"x86",1586529263566
ws,sysinfo,,,"win32",1586529263566
locale,sysinfo,,,"es_CO",1586529263566
processors,sysinfo,,,"12",1586529263566
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1586529263566
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1586529263566
java.specification.name,sysinfo,,,"Java Platform API Specification",1586529263566
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1586529263566
java.specification.version,sysinfo,,,"1.6",1586529263566
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1586529263566
java.version,sysinfo,,,"1.6.0_23",1586529263566
java.vm.info,sysinfo,,,"mixed mode",1586529263566
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1586529263566
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1586529263566
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1586529263566
java.vm.specification.version,sysinfo,,,"1.0",1586529263566
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1586529263566
java.vm.version,sysinfo,,,"19.0-b09",1586529263566
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586529321510
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586529321668
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586529321744
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1586529322228
started,bundle,com.altera.sbtgui.core,13.1.0.182,"com.altera.sbtgui.core",1586529330046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1586529330074
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586529330818
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1586529331116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586529333601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586529334894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1586529334945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1586529334945
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586529338536
